ComplaintType;Complaint;Date;Decision;Report_name
Suo-Motu Cognizance;Suo-motu cognizance with regard to arrest of Shri Vinod Verma, Editor of Amar Ujala by Chhattisgarh Police. ;26/9/2018;Dropped being sub-judice;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance w.r.to killing threats to the journalists by the Maoists in Chhattisgarh. ;26/9/2018;Proceedings dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu regarding sedition case filed against Sh. Kamal Shukla, Editor, Chattisgarh. ;26/9/2018;Sub-judice;AnnualReport2019
Suo-Motu Cognizance;Regarding murder of Shri Sandeep Sharma, Journalist of a regional channel by sand mafia in Bhind, Madhya Pradesh. ;26/9/2018;Sub-judice;AnnualReport2019
Suo-Motu Cognizance;Regarding murder of Shri Naveen Gupta, Journalist by unknown assailants, Kanpur (U.P). ;26/9/2018;Proceedings dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance with regard to stoppage of Advertisements of J&K based newspapers by the DAVP. ;15/11/2018;Proceedings dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance with regard to restriction on media from entering government office in Uttrakhand. ;15/11/2018;Proceedings Dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance w.r.t police assault on photo journalists in Srinagar on 16th March, 2017. ;15/11/2018;Disposed of;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance w.r.t. Registration of case against the Tribune and its Reporters by the Unique Identification Authority of India (UIDAI). ;15/11/2018;Disposed of;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance with regard to murder of Shri Santanu Bhowmik, Reporter, Din-Raat Channel in Tripura. ;15/11/2018;Disposed of;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance with regard to murder of Shri Sudip Datta Bhowmik by a jawan of Tripura State Rifles in Tripura. ;15/11/2018 15/11/2018;Matter allowed to rest Disposed of;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance with regard to murder of Shri K.J. Singh, Sr. Journalist by unknwon miscreants in Mohali (Punjab). ;15/11/2018;Proceeding dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance w.r.t. police assault on journalists in Sopore, Baramula. ;15/11/2018;Proceeding dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance w.r.t. brutal attack on journalist of PragativadiShri Ramesh Rath at Balipatna by unknown assailants. ;15/11/2018;Proceeding dropped;AnnualReport2019
Suo-Motu Cognizance;Suo-motu cognizance w.r.t. assault on journalists by Delhi Police. ;15/11/2018;Dismissed;AnnualReport2019
Curtailment;Complaint of Dr. Sebastian Paul, Kerala against the Government of Kerala. ;26/9/2018;Dropped being sub-judice;AnnualReport2019
Curtailment;Suspension of lawyers for representing the journalists by the T h i r u v a n a n t h a p u r a m B a r Association. ;26/9/2018;Dropped being sub-judice;AnnualReport2019
Curtailment;Smt. Vidya Devi, Editor, TasmaSanket, Shahjadpur Akbarpur, Ambedkar, U.P against Police Authorities. ;26/9/2018;Dismissed;AnnualReport2019
Curtailment;Dr. Ajay Kumar Seth, Editor, Yatarth Darpan, Vikas Nagar, Lucknow against DAVP. ;26/9/2018;Disposed of with direction;AnnualReport2019
Curtailment;Complaint of Shri Chandra Prakash Dwivedi, Editor/Publisher, Saras Bhawana, Chitrakoot, Uttar Pradesh against Shri Ram Swaroop Verma, Addl. Information Officer, Chitrakoot, Uttar Pradesh .;26/9/2018;Dismissed;AnnualReport2019
Curtailment;Complaint of Shri Natik Javed, Berau Chief, Sangam times, Kanpur against Shri Pramood Kumar, SHO (Inspector), Station Chakeri, Kanpur. ;26/9/2018;Dismissed;AnnualReport2019
Curtailment;Complaint of Shri Rajan Satija, Editor, Rashtriya Chhavi, Sriganganagar, Rajasthan against Shri Sunil Jakhad, President, Punjab Pradesh Congress Committee. ;15/2/2019;Dismissed;AnnualReport2019
Harassment of Newsmen;Complaint of Shri Bharat Bhushan Azad, Journalist, Punjabi Tribune, Kotakpura, Punjab against Shri Amrit Pal Singh Bhati, SHO, City Kotakpura Station, Faridkot, Punjab;June 21st, 2017;Disposed off;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Kitabuddin Khan, P r e s s E d i t o r, B u d h h S h a n t i Jansandesh, Kushinagar, UP against Local MP Shri Brahmasahankar Tripathi (Cabinet Minister of UP Government) and Police Authorities;June 21st, 2017 ; Dismissed ;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Jai Prakash Bharadwaj, Bureau Chief, Dainik Chetna Manch, Ghaziabad, UP against the Police Authorities;June 21st, 2017 ; Dismissedoff- Settled;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Habiburrehman (Kadam Rasul), Correspondent, Amar Ujala, Bahraich, UP against the Officers of Forest Department;June 21st, 2017 ; Disposedoff;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Mohan Nagpal, News Editor/Sr. Journalist, Daily Pilot, Bhathinda, Punjab against Inspector General of Police, Bhatinda Range and others ;June 21st, 2017 ; Withdrawn;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Narendra Patel, Reporter, Bansal News Channel and Shri Jitendra Soni, Reporter, ind-24 News Channel, Satna, MP against Shri Vijay Singh Thakur, Police Station Incharge, Amarpatan, Satna, MP.;June 21st, 2017 ; Disposed off;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Shamim Khan, Editor, Dainik Mahakaushal Express Sivni, M.P. against the police authorities ;June 21st, 2017 ; Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Md. Sajid Khan, Freelance Journalist, Raisen, M.P. against the Government of M.P.;June 21st, 2017 ; Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Ramavadh Yadav, President/Journalist, Uttar Pradesh S h r a m j e e v i P a t r a k a r U n i o n , Azamgarh, UP against Shri Ramashray Yadav, Gram Pradhan, Ibrahimpur, Azamgarh;June 21st, 2017; Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Avneesh Mishr, Journalist, Swatantra Bharat, Shahjahanpur (UP) against Shri Iftekhar Ahmad, Police Station Incharge, P.S. Khutar, Shahjahanpur and others;June 21st, 2017 ; Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Omdev Dixt, Journalist, Dainik Aaj, Hardoi, UP against the Police Authorities of U.P and anti-social elements;September 21st, 2017 ;Disposed of with observation;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Mehendi Hasan, Editor, Umaria Khabar, Umaria, MP against District Administration and Police Authorities;September 21st, 2017;Assurance;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Bhagwati Prasad @ Babloo Chakravarty, Editor, Mansookh Times, Eta, UP against the Police Authorities;September 21st, 2017;Assurance;AnnualReport2018
Harassment of Newsmen;Complaint of Ms. Sumaiya Yousuf, Defence& Security Correspondent, Rising Kashmir, Jammu & Kashmir against the Police Authorities;September 21st, 2017 ;Proceedings dropped;AnnualReport2018
Harassment of Newsmen;Complaint of Shri. Md. Nadimul Haque, M.P (Rajya Sabha) on behalf of Shri M.W. Haque, Chief Editor of Urdu Daily Newspaper, Akhbar-e-Mashriq, Delhi against the Police Authorities;September 21st, 2017;Disposed of with observation;AnnualReport2018
Harassment of Newsmen;Complaint of Sh. Yogesh Saxena, Distt. Representative, Danik Parivahan Khoj, Baduan, U.P against Sh. Munish Gupta, Gram Pradhan, Vill. Kura Shahapur, Baduan;September 21st, 2017  ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Ashish Awasthi, Editor, Media Break, Kanpur Nagar, UP against Cable T.V.Mafia and Police Authorities;September 21st, 2017;Disposed of with observation;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Pankaj Panchal, Editor, Ujjain Aaj Tak, Masik Patrika, Ujjain (M.P) against the Shri Gopal Das Chinchani;September 21st, 2017;Disposed of with observation;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Ansari Shahid Ahahmad, Journalist, Central Observer Mumbai (Maharashtra) against the Editor, Shri Sayyed Monuddin Ashraf, Mumbai, Police Authorities;September 21st, 2017;Disposed of with observation;AnnualReport2018
Harassment of Newsmen;Complaint of Shri K.P Singh, Editor, Dainik In-Dino, Meerut, U.P. against the Superintendent and Principal of Sardar Bhallabh Bhai Patel Medical relates to Lala Lajpat Rai Medical college;October 9th, 2017;Disposed of with assurance;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Om Prakash Baghel, Chief Editor, Dunia Ek Nazar Mein, Aligarh, UP against Shri Dharmesh Kumar, Village Development Officer, Aligarh, UP;October 9th, 2017;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Sh. Om Prakash Baghel, Chief Editor, Dunia Ek Nazar Mein, Aligarh, U.P. against Shri Arvind Kumar Yadav, Village-Gauda, Kasganj (U.P.), & Government of Uttar Pradesh;October 9th, 2017 ;Disposed of;AnnualReport2018
Harassment of Newsmen;Complaint of Shri. Awadesh Pandey, Editor, Gaon-Gaon Ki Khabar, UP against taint of Shri. Awadesh Pandey, Editor, Gaon - Gaon Ki Khabar, Shrawasti, UP against Shri Deepak Kumar Bhatt, Superintendent of Police, Shrawasti, U.P.;October 9th, 2017  ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Tarun Kumar, President, International Council for Newspaper and Journalist (ICFNA), New Delhi against Delhi Police;October 9th, 2017  ;Proceedings Dropped;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Suman Kumar, Editor and Shri Raviranjan Kumar, Photographer, Desh Ke Pahredar, Bihar against the Principle/ Teachers/ Employees of the Pariyojana Balika Uchch Vidyalaya, Chaksalem, Patori, Samastipur and Police Authorities;October 9th, 2017 ;Disposed of;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Anurag Mishra, Journalist, Dainik Aaj, Shahjahanpur, U.P., against the Galla Mafia, Shahjahanpur, U.P;October 9th, 2017;Disposed of with direction;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Hariom Gaur, Bureau Chief Nai Duniya M.P against Shri Lokesh Kumar Jangid, Sub Divisional Officer (Revenue)/SDM, Sheopur, M.P;October 9th, 2017;Disposed off with direction;AnnualReport2018
Harassment of Newsmen;cilities to the Press;;;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Punyapal Ashok Kumar Shah, Owner/Publisher/Editor, Dakshin Gujarat Vartman, Gujarat against the RNI;June 21st, 2017;Disposed off;AnnualReport2018
Harassment of Newsmen;Complaint of the Managing Editor, Dainik Hind Gazette, Seoni (M.P.) against Municipal Council, Lakhadon, Seoni (M.P.) ;June 21st, 2017;Disposed off;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Surya Prakash Sharma, Manager, Molad Group of Companies (Kalam Se KalamTak), Delhi against the RNI;September 21st, 2017 ;Disposed off;AnnualReport2018
Harassment of Newsmen;Complaints of Shri Raghunath Singh, Printer/Publisher, Rajasthan Patrika, Jaipur against DAVP;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Health and Family Welfare;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Department of Income Tax;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Tourism;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Pension Fund Regulatory and Development Authority;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Agriculture & Farmers Welfare Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Bureau of Energy Efficiency Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Consumer Affairs Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Urban Development M Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Custom & Central Excise Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against UIDAI Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Labour & Employment Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Border Security Force;September 21st, 2017 ;Disposed off;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Bureau of Energy Efficiency;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Consumer Affairs ;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Custom & Central Excise ;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against UIDAI;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Labour & Employment;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Social Justice & Empowerment Complaint of Shri Debashish Chakraborty, General ManagerM Marketing, Rajasthan Patrika Group, Rajasthan against Ministry of Finance Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Indian Navy;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Debashish Chakraborty, General ManagerMarketing, Rajasthan Patrika Group, Rajasthan against Ministry of Finance;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Suresh Verma, Publisher/Chief Editor, Kranti Kathan, Indore, M.P. against the RNI, Delhi. ;September 21st, 2017;Disposed off with observation;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Ashroba Kedare, Editor, Weekly Kripavant, Parbhani, Maharashtra, against Nagar Parishad Manwat, District Parbhani;September 21st, 2017;Disposed off with direction;AnnualReport2018
Harassment of Newsmen;Complaint of Shri. Munna Ahmed, Chief Editor, Alfaz Today, Ajmer (Rajasthan) against the Dargah Committee, Dargah Khwaja Sahab, Ajmer.;September 21st, 2017 ;Dismissed;AnnualReport2018
Harassment of Newsmen;Complaint of Dr. Jawahar Lal Nigam, Editor, Dainik Universe Reporter, Gorakhpur, U.P. against the Managing Director, Power Co-operation Limited, Luknow,U.P.;October 9th, 2017;Disposed of with liberty respondent;AnnualReport2018
Harassment of Newsmen;Complaint of Dr. Nisha Nigam, Chief Editor, Har -Har Sach Ke Liye Tatpar, Gorakhpur, U.P. against the Director General, DAVP, New Delhi;October 9th, 2017;Disposed of with direction;AnnualReport2018
Harassment of Newsmen;Complaint of Shri Upendra Chaudhary, editor, All India Crime Branch, Weekly Samachar, Shamli (U.P) against Shri Gaje Singh, Former D.I.O, Distt. Collector and Shri Deepak Kumar, Asstt to D.I.O Shamli. U.P.;October 9th, 2017 ;Dismissed;AnnualReport2018
